pattern_id,code,pattern,length,density,frequency,found_in
P083,OPPP,- - - - | X X X X | X X X X | X X X X,16,12,40,"แขกโอด สามชั้น, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), แขกมอญบางขุนพรหม เถา, ระบำนกเขามะราปี, เงี้ยวรำลึก เถา, ฟ้อนพวงมาลัย, ระบำชาวนา, แขกกุลิต เถา …+3"
P084,ODDI,- - - - | - - - X | - - - X | - X - X,16,4,38,"ระบำม่านมุ้ยเชียงตา, ภิรมย์สุรางค์ เถา, ฝรั่งรำเท้า, ช้าเรื่องขอมดำดิน, สร้อยลำปาง เถา, ระบำศรีวิชัย, น้ำลอดใต้ทราย สองชั้น, ฟ้อนลาวคำหอม (เสียง ลา) …+13"
P085,PPNP,X X X X | X X X X | - X X X | X X X X,16,15,38,"ทยอยญวน เถา, เชิดจีน, พม่าห้าท่อน หกชั้น, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ฉิ่งเรื่องพระฉันเช้า (ยิกิน), โอ้ลาว เถา, โหมโรงแขกมอญทางหลีก, โหมโรงจอมสุรางค์ …+7"
P086,ILNP,- X - X | X X - X | - X X X | X X X X,16,12,37,"แขกโอด สามชั้น, ทยอยใน เถา, ทยอยญวน เถา, โหมโรงขวัญเมือง, กราวใน, การเวกเล็ก เถา, อาถรรพ์ เถา, ถอนสมอ สามชั้น …+13"
P087,IPIN,- X - X | X X X X | - X - X | - X X X,16,11,37,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ต่อยรูป เถา, แขกมอญ เถา, ทะแยกลองโยน, ต่อยรูป สองชั้น, โหมโรงแขกมอญทางหลีก, พระอาทิตย์ชิงดวง สองชั้น, โหมโรงขวัญเมือง"
P088,NIID,- X X X | - X - X | - X - X | - - - X,16,8,37,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), เชิดฉาน, ช้าเรื่องตะนาว (พระนคร), เรื่องสีนวล (หลวงบำรุงจิตรเจริญ), ฉิ่งเรื่องพระฉันเช้า (ยิกิน), พระรามเดินดง, ตระหญ้าปากคอก, ช้าเรื่องสร้อยสน (พระนคร) …+6"
P089,OIIO,- - - - | - X - X | - X - X | - - - -,16,4,36,"ทะเลบ้า สองชั้น, ฝรั่งรำเท้า, พญาเดิน, ตับสมิงทอง, ระบำอู่ทอง, ลิงลาน สองชั้น, สีนวล ออกต้นวรเชษฐ์, จีนขายอ้อย สองชั้น …+10"
P090,OOJI,- - - - | - - - - | - - X X | - X - X,16,4,36,"ลาวเสี่ยงเทียน เถา, แขกโอด สามชั้น, ระบำดาวดึงส์, ลาวดวงเดือน สองชั้น, เขมรพวง เถา, เขมรโพธิสัตว์ เถา, ลาวดำเนินทราย สองชั้น, พม่าเห่ เถา …+4"
P091,OJJJ,- - - - | - - X X | - - X X | - - X X,16,6,35,"เชิดจีน, ระบำอัศวลีลา, แขกมอญบางขุนพรหม เถา, โหมโรงจีนโล้"
P092,DILL,- - - X | - X - X | X X - X | X X - X,16,9,34,"เข้าม่าน, อกทะเล สามชั้น, ระบำย่องหงิด (ตัด), ระบำย่องหงิด, ระบำสี่บท, สาธุการ, ตระเชิงเทียน, เขมรราชบุรี สามชั้น …+9"
P093,INPP,- X - X | - X X X | X X X X | X X X X,16,13,34,"ทยอยนอก สามชั้น, พม่าห้าท่อน สามชั้น, พระรามเดินดง, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), โหมโรงแขกมอญทางหลีก, จีนล่องหน่าย, แขกมอญ เถา, แขกมอญบางช้าง เถา …+10"
P094,OOJJ,- - - - | - - - - | - - X X | - - X X,16,4,34,"แขกโอด สามชั้น, ระบำเริงอรุณ, อาเฮีย เถา, อกทะเล สามชั้น, เขมรโพธิสัตว์ สามชั้น, ระบำนพรัตน์, ช้างประสานงา เถา, โสมส่องแสง เถา …+3"
P095,BPII,- X - - | X X X X | - X - X | - X - X,16,9,33,"กลม, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ตระสันนิบาต, ตระปลายพระลักษมณ์, ช้าเรื่องขอมดำดิน, ช้าเรื่องจีนแส (พระนคร), ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ตับต้นเพลงฉิ่ง …+4"
P096,ODOI,- - - - | - - - X | - - - - | - X - X,16,3,33,"สร้อยลำปาง เถา, ฟ้อนลาวคำหอม (เสียง มซซซ), ฟ้อนลาวคำหอม (เสียง ลา), เงี้ยวรำลึก เถา, ลาวเสี่ยงเทียน เถา, ระบำดาวดึงส์, ระบำไกรลาศสำเริง, ระบำม่านมุ้ยเชียงตา …+11"
P097,DDDI,- - - X | - - - X | - - - X | - X - X,16,5,32,"ทยอยนอก สามชั้น, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ทยอยญวน เถา, อาหนู เถา, เขมรโพธิสัตว์ สามชั้น, ฟ้อนลาวคำหอม (เสียง มซซซ), สาธุการ, เขมรใหญ่ สามชั้น …+7"
P098,DIJI,- - - X | - X - X | - - X X | - X - X,16,7,32,"จีนล่องหน่าย, ตระสันนิบาต, ระบำพัทธวิสัย, ระบำสวัสดิรักษา, ฟ้าคะนอง สองชั้น, เทพบรรทม เถา, แปดบท เถา, ตระนอน …+15"
P099,OPJP,- - - - | X X X X | - - X X | X X X X,16,10,32,"จีนลั่นถัน เถา, โหมโรงมะลิเลื้อย, โสมส่องแสง เถา, สร้อยลำปาง เถา, แขกยิงนก ชั้นเดียว, โอดลาว, ฟ้อนพวงมาลัย, โหมโรงเยี่ยมวิมาน …+4"
P100,JEPI,- - X X | X X - - | X X X X | - X - X,16,10,31,"ทยอยนอก สามชั้น, บังใบ เถา, ทยอยญวน เถา, ตับวิวาห์พระสมุทร, ทยอยเขมร สามชั้น, แขกอาหวัง สองชั้น, ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล …+5"
P101,NPII,- X X X | X X X X | - X - X | - X - X,16,11,31,"ช้าเรื่องขอมดำดิน, แขกลพบุรี สามชั้น, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ทะเลบ้า เถา, อาหนู เถา, ช้าเรื่องจีนแส (พระนคร), สุดสงวน เถา, สี่บท เถา"
P102,NPPE,- X X X | X X X X | X X X X | X X - -,16,13,31,"อาหนู เถา, ช้าเรื่องจีนแส (พระนคร), กราวนอก, เชิดจีน, แขกบรเทศ เถา, อาเฮีย เถา, เขมรใหญ่ สามชั้น, แขกลพบุรี สามชั้น …+14"
P103,NPPI,- X X X | X X X X | X X X X | - X - X,16,13,31,"สร้อยลำปาง เถา, ช้าเรื่องขอมดำดิน, โหมโรงจอมสุรางค์, เขมรโพธิสัตว์ เถา, บุหลัน เถา, พม่าเห่ เถา, ภิรมย์สุรางค์ เถา, อกทะเล เถา …+7"
P104,OIIL,- - - - | - X - X | - X - X | X X - X,16,7,31,"ฟ้อนลาวคำหอม (เสียง มซซซ), ฟ้อนลาวคำหอม (เสียง ลา), ลาวคำหอม (เสียง ลา — อีกฉบับ), กราวนอก, โสมส่องแสง เถา, เชิดฉาน, เชิดฉาน (ฉบับโครงสร้าง), ฝรั่งรำเท้า …+8"
